,Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,Scheme Name,Net Asset Value,Date,Scheme Category,Scheme Sub-category,Regular/Direct,IDCW Scheme,Bonus Option,Reinvestment Scheme,Benchmark
485,107409,INF192K01551,INF192K01569,JM Focused Fund (Regular) - IDCW,18.5656,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
486,147473,INF174KA1EN7,-,Kotak Focused equity Fund- Direct Plan- Growth option,24.876,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
487,147477,INF174KA1EK3,-,Kotak Focused Equity Fund- Regular plan _ Growth Option,22.723,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
488,147472,INF174KA1EM9,INF174KA1EL1,Kotak Focused Equity Fund- Regular Plan-Income Distribution cum capital withdrawal option,22.723,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
489,147475,INF174KA1EP2,INF174KA1EO5,Kotak Focused Equity Fund-Direct Plan- Income Distribution cum capital withdrawal option,24.877,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
490,152010,INF397L01KA7,-,LIC MF Focused Fund-Direct Plan-Growth,21.7514,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
491,152008,INF397L01JX1,INF397L01JY9,LIC MF Focused Fund-Direct Plan-IDCW,21.7362,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
492,152009,INF397L01KE9,-,LIC MF Focused Fund-Regular Plan-Growth,19.854,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
493,152007,INF397L01KB5,INF397L01KC3,LIC MF Focused Fund-Regular Plan-IDCW,19.8538,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
494,148569,INF174V01AI3,INF174V01AH5,Mahindra Manulife Focused Fund - Direct Plan - IDCW,19.9248,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
495,148567,INF174V01AG7,-,Mahindra Manulife Focused Fund - Direct Plan -Growth,27.1918,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
496,148571,INF174V01AD4,-,Mahindra Manulife Focused Fund - Regular Plan - Growth,25.013,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
497,148566,INF174V01AF9,INF174V01AE2,Mahindra Manulife Focused Fund - Regular Plan - IDCW,18.0466,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
498,147205,INF769K01ET2,INF769K01EW6,Mirae Asset Focused Fund Direct IDCW,23.262,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
499,147206,INF769K01EU0,-,Mirae Asset Focused Fund Direct Plan Growth,25.289,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
500,147204,INF769K01ER6,INF769K01EV8,Mirae Asset Focused Fund Regular IDCW,21.443,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
501,147203,INF769K01ES4,-,Mirae Asset Focused Fund Regular Plan Growth,23.325,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
502,122389,INF247L01189,-,Motilal Oswal Focused 25 Fund (MOF25)- Direct Plan Growth Option,44.5847,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
503,122387,INF247L01155,-,Motilal Oswal Focused 25 Fund (MOF25)- Regular Plan Growth Option,38.2683,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
504,122390,INF247L01205,INF247L01197,Motilal Oswal Focused 25 Fund Direct - IDCW Payout/Reinvestment,19.6905,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
505,122388,INF247L01171,INF247L01163,Motilal Oswal Focused 25 Fund Regular - IDCW Payout/Reinvestment,16.9741,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
506,118693,INF204K01F79,INF204K01F87,NIPPON INDIA FOCUSED EQUITY FUND - DIRECT Plan - IDCW Option,43.4214,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
507,118692,INF204K01F95,-,Nippon India Focused Equity Fund - Direct Plan Growth Plan - Growth Option,120.8345,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
508,104638,INF204K01GF4,INF204K01GG2,NIPPON INDIA FOCUSED EQUITY FUND - IDCW OPTION,31.7115,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
509,104637,INF204K01GE7,-,Nippon India Focused Equity Fund -Growth Plan -Growth Option,110.0467,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
510,152358,INF0S5R01042,-,Old Bridge Focused Equity Fund - Direct Growth,11.32,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
511,152359,INF0S5R01059,INF0S5R01067,Old Bridge Focused Equity Fund - Direct IDCW,11.32,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
512,152361,INF0S5R01034,-,Old Bridge Focused Equity Fund - Regular Growth,11.18,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
513,152363,INF0S5R01018,INF0S5R01026,Old Bridge Focused Equity Fund - Regular IDCW,11.18,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
514,109275,INF966L01374,-,quant Focused Fund - Growth Option - Regular Plan,79.5666,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
515,120834,INF966L01853,-,quant Focused Fund - Growth Option-Direct Plan,87.8788,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
516,120835,INF966L01838,INF966L01846,quant Focused Fund - IDCW Option - Direct Plan,51.3715,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
517,109274,INF966L01358,INF966L01366,quant Focused Fund - IDCW Option - Regular Plan,59.1614,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
518,119834,INF200K01RH5,INF200K01RI3,SBI Focused Equity Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),88.6717,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
519,119727,INF200K01RJ1,-,SBI FOCUSED EQUITY FUND - DIRECT PLAN -GROWTH,363.8707,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
520,102765,INF200K01388,INF200K01396,SBI Focused Equity Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),59.4202,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
521,102756,INF200K01370,-,SBI FOCUSED EQUITY FUND - REGULAR PLAN -GROWTH,324.8623,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
522,149533,INF173K01EK6,-,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Growth Option,164.7488,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
523,149534,INF173K01EM2,INF173K01EL4,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Half Yearly Income Distribution CUM Capital Withdrawal Option,43.6251,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
524,149532,INF173K01189,-,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)-Growth Option,149.1961,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
525,149531,INF173K01197,INF173K01205,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)-Half Yearly Income Distribution CUM Capital Withdrawal Option,40.2343,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
526,147759,INF277K019X5,-,TATA Focused Equity Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,23.4608,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
527,147758,-,INF277K018X7,TATA Focused Equity Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,23.4608,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
528,147761,INF277K012Y8,-,TATA Focused Equity Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,21.4424,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
529,147756,-,INF277K011Y0,TATA Focused Equity Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,21.4424,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
530,147757,INF277K017X9,-,Tata Focused Equity Fund-Direct Plan-Growth,23.4608,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
531,147760,INF277K010Y2,-,Tata Focused Equity Fund-Regular Plan-Growth,21.4424,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
532,147492,INF582M01FS4,-,Union Focused Fund - Direct Plan - Growth Option,24.56,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
533,147491,INF582M01FU0,INF582M01FT2,Union Focused Fund - Direct Plan - IDCW Option,24.56,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
534,147490,INF582M01FW6,-,Union Focused Fund - Regular Plan - Growth Option,23.28,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
535,147493,INF582M01FY2,INF582M01FX4,Union Focused Fund - Regular Plan - IDCW Option,23.28,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
536,149091,INF789F1AVA3,-,UTI Focused Fund - Direct Plan - Growth Option,15.215,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
537,149093,INF789F1AVB1,-,UTI Focused Fund - Direct Plan - IDCW Payout Option,15.2146,2025-04-02,Equity Scheme,Focused Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
538,149090,INF789F1AUY5,-,UTI Focused Fund - Regular Plan - Growth Option,14.3852,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
539,149092,INF789F1AUZ2,-,UTI Focused Fund - Regular Plan - IDCW Payout Option,14.3853,2025-04-02,Equity Scheme,Focused Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
540,119436,INF209K01VH8,-,Aditya Birla Sun Life Equity Advantage Fund - Growth - Direct Plan,911.8,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
541,100033,INF209K01165,-,Aditya Birla Sun Life Equity Advantage Fund - Regular Growth,821.73,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
542,119433,INF209K01VG0,INF209K01VI6,Aditya Birla Sun Life Equity Advantage Fund -Direct - IDCW,195.41,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
543,100034,INF209K01157,INF209K01CE5,Aditya Birla Sun Life Equity Advantage Fund -Regular - IDCW,127.45,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
544,145110,INF846K01J46,-,Axis Growth Opportunities Fund - Direct Plan - Growth,32.16,2025-04-01,Equity Scheme,Large & Mid Cap Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
545,145109,INF846K01J53,INF846K01J61,Axis Growth Opportunities Fund - Direct Plan - IDCW,23.28,2025-04-01,Equity Scheme,Large & Mid Cap Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
546,145112,INF846K01J79,-,Axis Growth Opportunities Fund - Regular Plan - Growth,29.29,2025-04-01,Equity Scheme,Large & Mid Cap Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
547,145111,INF846K01J87,INF846K01J95,Axis Growth Opportunities Fund - Regular Plan - IDCW,18.43,2025-04-01,Equity Scheme,Large & Mid Cap Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
548,152408,INF0QA701763,-,Bajaj Finserv Large and Mid Cap Fund- Direct Plan- Growth,11.342,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
549,152405,INF0QA701771,INF0QA701789,Bajaj Finserv Large and Mid Cap Fund- Direct Plan- IDCW,11.342,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
550,152406,INF0QA701730,-,Bajaj Finserv Large and Mid Cap Fund- Regular Plan- Growth,11.156,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
551,152407,INF0QA701748,INF0QA701755,Bajaj Finserv Large and Mid Cap Fund- Regular Plan- IDCW,11.156,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
552,108596,INF194K01524,-,BANDHAN Core Equity Fund - Regular Plan - Growth,121.792,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
553,108597,INF194K01532,INF194K01540,BANDHAN Core Equity Fund - Regular Plan - IDCW,26.596,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
554,118419,INF194K01V89,-,BANDHAN Core Equity Fund-Direct Plan-Growth,141.478,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
555,118420,INF194K01V97,INF194K01W05,BANDHAN Core Equity Fund-Direct Plan-IDCW,34.75,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
556,110598,INF761K01116,INF761K01124,BANK OF INDIA Large & Mid Cap  Equity Fund Regular Plan- Quarterly IDCW,29.29,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
557,119349,INF761K01678,INF761K01660,BANK OF INDIA Large & Mid Cap Equity Fund Direct  Plan- Quarterly IDCW,25.56,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
558,119300,INF761K01629,-,BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan- Bonus,47.52,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Direct Plan,Non-IDCW Scheme,Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
559,119350,INF761K01652,-,BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan-Growth,92.01,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
560,119346,INF761K01645,INF761K01637,BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan-Regular IDCW,25.18,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
561,110599,INF761K01041,-,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan- Growth,88.23,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
562,110601,INF761K01017,-,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Bonus,88.23,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Regular Plan,Non-IDCW Scheme,Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
563,110604,INF761K01058,INF761K01066,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Quarterly IDCW,24.89,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
564,110608,INF761K01025,INF761K01033,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Regular IDCW,24.7,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
565,110603,INF761K01108,-,BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan- Growth,80.42,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
566,110607,INF761K01082,INF761K01090,BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan- Regular IDCW,24.0,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
567,110606,INF761K01074,-,BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan-Bonus,80.41,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Regular Plan,Non-IDCW Scheme,Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
568,148474,INF955L01JU2,-,Baroda BNP Paribas Large and Mid Cap Fund- Direct Plan -Growth Option,26.6808,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
569,148475,INF955L01JV0,INF955L01JW8,Baroda BNP Paribas Large and Mid Cap Fund-Direct Plan-IDCW Option,20.4469,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
570,148471,INF955L01JR8,-,Baroda BNP Paribas Large and Mid Cap Fund-Regular Plan-Growth Option,24.9258,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
571,148472,INF955L01JS6,INF955L01JT4,Baroda BNP Paribas Large and Mid Cap Fund-Regular plan-IDCW Option,17.9695,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
572,118278,INF760K01EI4,-,CANARA ROBECO EMERGING EQUITIES - DIRECT PLAN - GROWTH OPTION,268.58,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
573,118277,INF760K01EG8,INF760K01EH6,CANARA ROBECO EMERGING EQUITIES - DIRECT PLAN - IDCW (Payout/Reinvestment),121.99,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY LargeMidcap 250
574,102920,INF760K01167,-,CANARA ROBECO EMERGING EQUITIES - REGULAR PLAN - GROWTH OPTION,235.28,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
575,102921,INF760K01175,INF760K01183,CANARA ROBECO EMERGING EQUITIES - REGULAR PLAN - IDCW (Payout/Reinvestment),80.43,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY LargeMidcap 250
576,119218,INF740K01PL6,-,DSP Equity Opportunities Fund - Direct Plan - Growth,642.583,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
577,119219,INF740K01PM4,INF740K01PN2,DSP Equity Opportunities Fund - Direct Plan - IDCW,104.225,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
578,103819,INF740K01094,-,DSP Equity Opportunities Fund-Regular Plan - Growth,576.984,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
579,103820,INF740K01078,INF740K01086,DSP Equity Opportunities Fund-Regular Plan - IDCW,36.677,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
580,140175,INF843K01AL0,-,Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option,92.087,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
581,140172,INF843K01047,-,Edelweiss Large & Mid Cap Fund - Regular Plan - Growth Option,78.601,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
582,140174,INF843K01AM8,INF843K01AN6,Edelweiss Large and Mid Cap Fund - Direct Plan - IDCW Option,35.719,2025-04-02,Equity Scheme,Large & Mid Cap Fund,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY LargeMidcap 250
